AGE,SOCSTATUS_WORK_FL,SOCSTATUS_PENS_FL,GENDER,CHILD_TOTAL,DEPENDANTS,PERSONAL_INCOME,LOAN_NUM_TOTAL,LOAN_NUM_CLOSED,LOAN_DLQ_NUM,TARGET
38,1,0,1,2,2,17000.0,2,2,0,1
42,1,0,1,1,0,9000.0,1,1,0,0
44,1,0,0,1,0,16500.0,1,1,0,0
31,1,0,0,1,1,10000.0,1,0,1,0
40,1,0,1,1,1,12000.0,1,0,2,1
50,1,0,1,0,0,18000.0,1,0,1,0
49,1,0,1,0,0,15000.0,2,2,1,0
57,0,1,1,1,1,5000.0,2,2,1,0
23,1,0,0,0,0,15000.0,1,1,1,0
24,1,0,1,0,0,12000.0,1,1,1,1
40,1,0,1,0,0,6000.0,2,1,8,0
53,1,1,0,0,0,14500.0,2,1,0,0
52,1,0,0,2,0,30000.0,1,1,0,0
43,1,0,1,2,2,8000.0,2,1,0,0
50,1,0,0,0,0,15000.0,3,3,2,1
43,1,0,1,2,1,10000.0,2,2,0,0
26,1,0,1,0,0,10000.0,1,1,0,0
55,1,0,1,1,0,10000.0,1,1,0,0
43,1,0,1,2,2,9700.0,1,1,0,0
44,1,0,1,1,0,10000.0,1,1,1,1
38,1,0,0,2,2,25000.0,1,1,0,0
60,0,1,1,2,0,15000.0,1,1,0,0
45,1,0,1,0,0,10000.0,1,1,0,0
60,1,0,1,0,0,10000.0,2,1,0,0
55,1,0,1,2,0,15000.0,2,2,0,0
38,1,0,1,1,1,10000.0,1,1,0,0
64,0,1,1,0,0,7000.0,2,2,2,0
39,1,0,1,1,1,18000.0,1,1,1,0
30,1,0,1,2,2,6000.0,1,1,0,0
28,1,0,1,0,0,8000.0,3,2,0,0
48,1,0,0,1,0,9000.0,1,1,0,0
44,1,0,0,3,1,10000.0,1,1,0,0
56,1,1,1,2,0,20000.0,1,1,0,0
40,1,0,1,2,2,20000.0,3,1,0,0
45,1,0,1,0,0,25000.0,2,2,0,0
37,1,0,0,2,2,20000.0,1,1,0,0
57,1,1,1,0,0,23000.0,3,2,1,0
22,1,0,1,1,1,15000.0,1,1,0,0
26,1,0,1,0,0,10000.0,1,1,0,0
25,1,0,1,0,0,15000.0,1,1,0,0
24,1,0,1,0,0,9000.0,1,1,0,0
26,1,0,1,0,1,17000.0,1,1,0,0
24,1,0,1,0,0,8000.0,2,2,0,0
24,1,0,1,0,0,8000.0,2,1,0,0
26,1,0,1,1,1,8000.0,1,1,0,0
25,1,0,1,1,1,6000.0,1,1,0,0
25,1,0,1,0,0,4900.0,1,1,0,0
25,1,0,1,0,0,10000.0,1,1,0,0
22,1,0,1,1,1,6000.0,1,1,0,0
25,1,0,1,0,0,8000.0,1,1,0,0
25,1,0,1,0,0,10000.0,3,2,0,0
26,1,0,1,1,1,10000.0,2,1,0,0
22,1,0,1,0,0,10000.0,1,1,0,0
25,1,0,1,1,1,6000.0,1,1,0,1
25,1,0,1,0,0,7000.0,3,3,0,0
38,1,0,1,1,1,15000.0,1,1,0,0
22,1,0,1,0,0,7000.0,1,1,0,0
25,1,0,1,0,0,6500.0,1,1,0,0
26,1,0,1,1,1,12000.0,1,1,0,0
24,1,0,1,1,1,9000.0,1,1,0,1
26,1,0,1,1,0,13500.0,1,1,0,0
25,1,0,1,1,1,5000.0,1,1,0,0
26,1,0,1,0,0,10000.0,1,1,0,0
24,1,0,1,0,0,5000.0,1,1,0,0
23,1,0,1,0,0,7000.0,1,1,0,0
23,1,0,1,1,1,7000.0,1,1,0,0
25,1,0,1,0,0,17000.0,1,1,0,0
55,0,1,0,0,0,8500.0,1,1,0,0
23,1,0,1,0,0,9500.0,1,1,0,0
24,1,0,1,0,0,10000.0,1,1,0,0
24,1,0,1,1,1,10000.0,1,1,0,0
24,1,0,1,1,1,7000.0,1,1,0,0
25,1,0,1,0,0,15000.0,1,1,0,0
26,1,0,1,1,1,10000.0,1,1,0,1
24,1,0,1,0,0,10000.0,2,2,0,0
26,1,0,1,1,1,4500.0,1,1,0,0
35,1,0,1,1,1,6000.0,1,1,0,0
23,1,0,1,0,0,4500.0,1,1,0,0
25,1,0,1,1,1,10000.0,1,1,0,0
22,1,0,1,0,0,10000.0,1,1,0,0
26,1,0,1,0,0,20000.0,1,1,0,0
24,1,0,1,0,0,10000.0,1,1,0,0
25,1,0,1,0,0,20000.0,1,1,0,0
22,1,0,1,0,0,7000.0,2,2,0,0
26,1,0,1,2,2,9000.0,1,1,0,0
24,1,0,1,1,1,8000.0,1,1,0,0
24,1,0,1,1,1,12000.0,1,1,0,0
23,1,0,1,2,2,10000.0,2,2,0,0
23,1,0,1,1,1,15000.0,1,1,0,0
23,1,0,1,1,1,18000.0,1,1,0,0
23,1,0,1,0,0,10000.0,1,1,0,0
23,1,0,1,0,0,12000.0,1,1,0,0
23,1,0,1,0,0,4300.0,1,1,0,0
25,1,0,1,0,0,9000.0,2,2,0,0
26,1,0,1,0,0,7000.0,1,1,0,1
25,1,0,1,0,0,9000.0,1,1,0,0
26,1,0,1,1,1,11000.0,1,1,0,0
23,1,0,1,0,0,10000.0,1,1,0,0
23,1,0,1,0,0,15000.0,1,1,0,0
25,1,0,1,1,0,4800.0,1,1,0,0
23,1,0,1,0,0,6000.0,2,2,0,1
25,1,0,1,1,1,5000.0,1,1,0,0
24,1,0,1,0,0,10000.0,1,1,0,0
22,1,0,1,0,0,15000.0,1,1,0,0
25,1,0,1,1,1,10500.0,1,1,0,0
23,1,0,1,1,1,20000.0,1,1,0,0
24,1,0,1,0,0,12000.0,1,1,0,0
23,1,0,1,0,0,17000.0,2,2,0,0
24,1,0,1,0,0,10000.0,1,1,0,0
22,1,0,1,0,0,8000.0,1,1,0,0
23,1,0,1,1,1,6500.0,1,1,0,0
26,1,0,1,0,0,9000.0,1,1,0,0
43,1,0,1,2,1,11000.0,2,1,0,0
22,1,0,1,0,0,7000.0,1,1,0,0
23,1,0,1,0,0,7000.0,1,1,0,0
23,1,0,1,0,0,6000.0,1,1,0,0
23,1,0,1,1,1,6000.0,1,1,0,0
23,1,0,1,0,0,15000.0,1,1,0,0
26,1,0,1,0,0,14000.0,1,1,0,0
24,1,0,1,1,1,7000.0,1,1,0,0
22,1,0,1,0,0,6000.0,1,1,0,0
26,1,0,1,1,1,13000.0,1,1,0,0
24,1,0,1,1,1,8000.0,1,1,0,0
23,1,0,1,0,0,6000.0,1,1,0,0
25,1,0,1,0,0,10000.0,1,1,0,0
26,1,0,1,1,1,7000.0,1,1,0,0
23,1,0,1,0,0,12000.0,3,3,0,0
25,1,0,1,1,1,22000.0,1,1,0,0
27,1,0,1,0,0,13000.0,3,3,0,0
25,1,0,1,1,1,16000.0,1,1,0,0
23,1,0,1,1,1,8000.0,1,1,0,0
52,1,0,0,0,0,10000.0,1,1,0,0
22,1,0,1,0,0,9000.0,1,1,0,0
26,1,0,1,1,0,15000.0,1,1,0,0
25,1,0,1,1,0,12000.0,1,1,0,0
24,1,0,1,1,1,5000.0,1,1,0,0
33,1,0,0,0,0,30000.0,1,1,0,0
24,1,0,1,1,1,12000.0,2,2,0,0
25,1,0,1,0,0,9000.0,1,1,0,0
25,1,0,1,0,0,14000.0,2,2,0,0
24,1,0,1,0,0,10000.0,1,1,0,0
22,1,0,1,0,0,7500.0,1,1,0,0
23,1,0,1,0,0,14000.0,1,1,0,0
29,1,0,1,1,1,15000.0,1,1,0,0
26,1,0,1,1,1,7000.0,2,2,0,0
25,1,0,1,0,0,12000.0,1,1,0,0
26,1,0,1,0,0,10000.0,1,1,0,0
31,1,0,0,1,3,19000.0,1,1,0,0
41,1,0,1,0,2,12000.0,1,1,0,0
25,1,0,1,0,0,8000.0,2,2,0,0
26,1,0,1,0,0,7000.0,2,2,0,0
23,1,0,1,0,0,12000.0,1,1,0,0
23,1,0,1,1,1,15000.0,1,1,0,0
22,1,0,1,0,0,10000.0,1,1,0,0
24,1,0,1,0,0,8000.0,1,1,0,0
23,1,0,1,0,0,5000.0,1,1,0,0
26,1,0,1,1,1,3000.0,1,1,0,0
25,1,0,1,1,1,6000.0,1,1,0,0
25,1,0,1,0,0,16000.0,1,1,0,0
42,1,0,0,2,2,12000.0,2,2,0,0
24,1,0,1,0,0,9000.0,1,1,0,0
23,1,0,1,0,0,10000.0,2,2,0,0
26,1,0,1,1,1,4500.0,1,1,0,1
26,1,0,1,1,0,10000.0,1,1,0,0
24,1,0,1,1,1,8000.0,1,1,0,0
24,1,0,1,0,0,8000.0,1,1,0,0
23,1,0,1,0,0,12000.0,1,1,0,0
23,1,0,1,0,0,8000.0,2,2,0,0
25,1,0,1,0,0,20000.0,1,1,0,0
26,1,0,1,0,0,20000.0,1,1,0,0
24,1,0,1,2,2,11000.0,1,1,0,0
26,1,0,1,1,1,15000.0,1,1,0,0
24,1,0,1,1,1,9500.0,1,1,0,0
23,1,0,1,1,1,10000.0,1,1,0,0
24,1,0,1,0,0,13000.0,1,1,0,0
36,1,0,1,2,2,8000.0,1,1,0,1
24,1,0,1,0,0,10000.0,1,1,0,0
24,1,0,1,0,0,10000.0,1,1,0,0
23,0,1,1,0,0,3200.0,1,1,0,0
26,1,0,1,0,0,5000.0,1,1,0,0
25,1,0,1,0,0,9000.0,2,1,0,0
23,1,0,1,0,0,14000.0,1,1,0,0
22,1,0,1,1,1,8000.0,1,1,0,0
22,1,0,1,0,0,11000.0,1,1,0,0
22,1,0,1,0,0,10000.0,1,1,0,0
23,1,0,1,0,0,15000.0,1,1,0,1
23,1,0,1,0,0,7000.0,1,1,0,0
23,1,0,1,0,0,8500.0,1,1,0,1
23,1,0,1,1,1,14000.0,1,1,0,0
24,1,0,1,0,0,8000.0,1,1,0,1
44,1,0,1,2,2,5000.0,1,1,0,0
24,1,0,1,0,1,8000.0,2,2,0,0
23,1,0,1,0,0,6000.0,1,1,0,0
26,1,0,1,0,0,16000.0,1,1,0,0
25,1,0,1,0,0,9000.0,1,1,0,0
40,1,0,1,1,1,6000.0,2,1,1,0
25,1,0,1,0,0,10000.0,1,1,0,0
26,1,0,1,1,1,6000.0,1,1,0,0
26,0,1,1,1,1,8400.0,1,1,0,0
26,1,0,1,1,1,8500.0,1,1,0,0
24,1,0,1,1,1,6500.0,1,1,0,0
24,1,0,1,1,1,5000.0,1,1,0,0
23,0,1,1,0,0,1950.0,1,1,0,0
26,1,0,1,1,1,11000.0,2,1,0,0
26,1,0,1,0,0,9000.0,1,1,0,0
26,1,0,1,0,0,12000.0,2,1,0,0
53,1,0,0,2,0,10500.0,1,1,0,0
25,1,0,1,0,0,10000.0,1,1,0,0
25,1,0,1,0,0,13000.0,1,1,0,0
26,1,0,1,0,0,7000.0,2,2,0,0
35,1,0,0,2,2,15000.0,2,2,0,0
22,1,0,1,0,0,10000.0,1,1,0,0
23,1,0,1,1,1,6000.0,1,1,0,0
63,1,0,0,0,0,17000.0,1,1,0,0
23,1,0,1,0,0,15000.0,1,1,0,0
25,1,0,1,1,1,7000.0,1,1,0,0
35,1,0,0,1,1,15000.0,1,1,0,0
26,1,0,1,1,1,12000.0,1,1,0,0
26,1,0,1,2,2,4500.0,2,1,0,0
23,1,0,1,0,0,15000.0,1,1,0,0
26,1,0,1,1,1,8000.0,1,1,0,0
25,1,0,1,0,0,12000.0,1,1,0,0
25,1,0,1,0,0,10000.0,1,1,0,0
25,1,0,1,1,1,8000.0,2,1,0,0
24,1,0,1,0,0,10000.0,3,3,0,0
22,1,0,1,0,0,20000.0,1,1,0,0
22,1,0,1,0,0,9000.0,1,1,0,1
45,1,0,1,3,1,14000.0,1,1,0,0
23,1,0,1,0,0,6000.0,1,1,0,0
26,1,0,1,0,0,10000.0,1,1,0,0
24,1,0,1,0,0,10000.0,1,1,0,0
51,0,1,1,0,0,9000.0,1,1,0,0
24,1,0,1,0,0,8000.0,2,2,0,0
23,1,0,1,0,0,7200.0,1,1,0,0
24,1,0,1,0,0,12000.0,1,1,0,0
26,1,0,1,0,0,13000.0,1,1,0,0
23,1,0,1,2,2,4500.0,1,1,0,0
24,1,0,1,0,0,10000.0,1,1,0,0
23,1,0,1,0,0,10000.0,2,2,0,0
31,1,0,1,0,0,10000.0,1,1,0,0
22,1,0,1,0,0,10000.0,1,1,0,0
23,1,0,1,0,0,5000.0,1,1,0,0
25,1,0,1,0,0,40000.0,1,1,0,1
24,1,0,1,0,0,10000.0,1,1,0,0
22,1,0,1,0,0,7000.0,1,1,0,0
22,1,0,1,0,0,12000.0,1,1,0,0
23,1,0,1,0,0,9000.0,1,1,0,0
24,1,0,1,1,1,10000.0,2,2,0,0
21,1,0,1,1,1,8000.0,1,1,0,0
24,1,0,1,0,0,10000.0,1,1,0,0
25,1,0,1,0,0,10000.0,1,1,0,0
24,1,0,1,0,0,15000.0,1,1,0,0
42,1,0,1,2,2,10000.0,1,1,0,0
54,0,1,0,0,0,8000.0,1,1,0,0
23,1,0,1,0,0,12000.0,1,1,0,0
24,1,0,1,0,0,15000.0,1,1,0,1
41,1,0,1,1,1,8000.0,3,2,0,0
25,1,0,1,1,1,7000.0,1,1,0,0
22,1,0,1,1,1,5600.0,1,1,0,0
25,1,0,1,1,1,13000.0,1,1,0,0
23,1,0,1,0,0,12000.0,1,1,0,0
40,1,0,1,1,0,10000.0,3,3,0,0
63,0,1,0,0,0,9000.0,1,1,0,0
33,1,0,1,1,1,11000.0,1,1,0,0
22,1,0,1,0,0,10000.0,1,1,0,0
26,1,0,1,2,2,5000.0,2,2,0,0
26,1,0,1,0,0,5000.0,1,1,0,0
24,1,0,1,0,0,28000.0,1,1,0,0
23,1,0,1,0,0,20000.0,1,1,0,0
26,1,0,1,1,1,5000.0,1,1,0,0
23,1,0,1,0,0,12000.0,1,1,0,0
24,1,0,1,1,1,9000.0,1,1,0,0
57,1,1,1,0,0,17000.0,1,1,0,0
26,1,0,1,1,1,10000.0,1,1,0,0
26,1,0,1,1,1,6000.0,1,1,0,0
23,1,0,1,0,0,15000.0,1,1,0,0
24,1,0,1,1,1,6000.0,1,1,0,0
23,1,0,1,0,0,6500.0,1,1,0,0
46,1,0,1,2,0,8000.0,1,1,0,0
25,1,0,1,0,0,9000.0,1,1,0,0
26,1,0,1,1,1,6000.0,1,1,0,0
51,1,0,1,2,0,12000.0,2,1,0,0
50,1,0,1,0,0,10000.0,1,1,0,0
26,1,0,1,0,0,15000.0,1,1,0,0
23,1,0,1,1,1,12000.0,2,2,0,0
25,1,0,1,1,1,6500.0,1,1,0,0
24,1,0,1,0,0,7000.0,1,1,0,0
25,1,0,1,0,0,7000.0,1,1,0,0
26,1,0,1,1,1,6700.0,1,1,0,0
22,1,0,1,0,0,30000.0,1,1,0,0
60,0,1,1,3,0,6000.0,1,1,0,0
25,1,0,1,1,1,7000.0,1,1,0,0
44,1,0,1,1,1,11000.0,1,1,0,0
26,1,0,1,1,1,5000.0,1,1,0,0
26,1,0,1,2,2,5000.0,1,1,0,0
26,1,0,1,0,0,10000.0,1,1,0,0
24,1,0,1,0,0,10000.0,1,1,0,0
25,1,0,1,1,1,15000.0,1,1,0,0
25,1,0,1,0,0,12000.0,1,1,0,1
26,1,0,1,1,1,12000.0,1,1,0,0
53,1,0,1,1,0,15000.0,2,2,0,0
25,1,0,1,0,0,10000.0,2,1,0,0
24,1,0,1,0,0,5200.0,2,2,0,0
25,1,0,1,2,2,12000.0,1,1,0,0
35,1,0,1,1,1,10000.0,1,1,0,0
26,1,0,1,0,0,12000.0,1,1,0,0
26,1,0,1,0,0,30000.0,1,1,0,0
49,0,1,1,2,0,20000.0,1,1,0,0
25,1,0,1,0,0,14000.0,1,1,0,0
25,1,0,1,1,0,10000.0,1,1,0,0
54,1,0,1,1,1,12600.0,1,1,0,0
26,1,0,1,0,0,9000.0,1,1,0,0
26,1,0,1,0,0,4500.0,1,1,0,0
26,1,0,1,1,1,10000.0,1,1,0,0
24,1,0,1,1,1,13000.0,1,1,0,1
63,1,0,1,1,0,8000.0,1,1,0,0
46,1,0,1,0,0,9800.0,2,1,0,0
26,1,0,1,1,1,8000.0,1,1,0,0
22,1,0,1,0,0,16000.0,1,1,0,0
57,0,1,1,2,0,8200.0,2,2,0,0
23,1,0,1,0,0,14000.0,1,1,0,0
26,1,0,1,1,1,13000.0,1,1,0,0
24,1,0,1,0,0,10000.0,1,1,0,0
32,1,0,1,1,1,10000.0,1,1,0,0
25,1,0,1,0,0,11000.0,1,1,0,0
24,1,0,1,0,0,10000.0,1,1,0,0
26,1,0,1,0,0,9000.0,1,1,0,0
26,1,0,0,1,1,16000.0,1,1,0,0
26,1,0,1,1,1,15000.0,1,1,0,0
23,1,0,1,0,0,6000.0,1,1,0,0
43,1,0,1,0,0,8000.0,1,1,0,0
48,1,0,0,0,0,12000.0,3,3,0,0
26,1,0,1,2,2,8000.0,1,1,0,0
22,1,0,1,1,1,5000.0,1,1,0,0
24,1,0,1,1,1,7000.0,1,1,0,0
22,1,0,1,1,1,13000.0,1,1,0,0
24,1,0,1,0,0,15000.0,1,1,0,0
22,1,0,1,0,0,4000.0,1,1,0,0
33,1,0,1,2,2,7000.0,1,1,0,0
26,1,0,1,1,1,28000.0,1,1,0,0
23,1,0,1,0,0,15000.0,1,1,0,0
23,1,0,1,0,0,10000.0,1,1,0,0
23,1,0,1,0,0,6000.0,1,1,0,0
23,1,0,1,0,0,10000.0,1,1,0,0
24,1,0,1,0,0,8000.0,1,1,0,0
23,1,0,1,1,1,9000.0,1,1,0,0
24,1,0,1,1,1,8500.0,2,1,0,0
25,1,0,1,1,1,10000.0,1,1,0,0
26,1,0,1,1,1,10000.0,1,1,0,0
26,1,0,1,1,1,15000.0,1,1,0,1
25,1,0,1,1,1,12000.0,1,1,0,0
25,1,0,1,1,1,12000.0,1,1,0,1
24,1,0,1,1,1,8000.0,1,1,0,0
25,1,0,1,0,0,8000.0,1,1,0,0
22,1,0,1,1,1,7000.0,1,1,0,0
26,1,0,1,0,0,12000.0,1,1,0,0
23,1,0,1,1,1,11500.0,1,1,0,0
24,1,0,1,0,0,10000.0,1,1,0,0
26,0,1,1,0,0,10000.0,1,1,0,1
26,1,0,1,1,1,15000.0,1,1,0,0
24,1,0,1,0,0,12000.0,1,1,0,0
22,1,0,1,0,0,12000.0,1,1,0,0
26,1,0,1,1,1,25000.0,1,1,0,0
25,1,0,1,0,0,9000.0,1,1,0,0
24,1,0,1,1,1,5000.0,1,1,0,0
23,1,0,1,0,0,12000.0,1,1,0,0
25,1,0,1,1,1,15000.0,1,1,0,0
24,1,0,1,1,1,12000.0,5,5,0,0
25,1,0,1,1,1,8000.0,1,1,0,0
25,1,0,1,1,1,8000.0,1,1,0,0
22,1,0,1,1,1,6500.0,1,1,0,0
24,1,0,1,1,1,15000.0,2,2,0,0
26,1,0,1,1,1,16000.0,1,1,0,0
24,1,0,1,1,1,6000.0,1,1,0,0
58,1,1,1,1,1,10000.0,2,2,0,0
30,1,0,1,1,1,45000.0,1,1,0,0
23,1,0,1,1,1,6000.0,1,1,0,0
26,1,0,1,1,1,16000.0,1,1,0,0
23,1,0,1,0,0,13000.0,1,1,0,0
26,1,0,1,1,1,8000.0,1,1,0,0
25,1,0,1,0,0,11000.0,1,1,0,0
26,1,0,1,0,0,10500.0,1,1,0,0
22,1,0,1,0,0,10500.0,1,1,0,0
23,1,0,1,0,0,17000.0,1,1,0,0
23,1,0,1,0,0,10000.0,1,1,0,0
24,1,0,1,1,1,10000.0,1,1,0,0
35,1,0,1,2,2,9000.0,1,1,0,0
23,1,0,1,1,1,5000.0,1,1,0,0
25,1,0,1,0,0,8000.0,1,1,0,0
25,1,0,1,0,0,100000.0,1,1,0,0
24,1,0,1,0,0,10000.0,1,1,0,0
23,1,0,1,1,1,5000.0,1,1,0,1
23,1,0,1,0,0,6000.0,1,1,0,0
26,1,0,1,1,1,6000.0,2,2,0,0
26,1,0,1,0,0,15000.0,1,1,0,0
23,1,0,1,0,0,14000.0,1,1,0,0
22,1,0,1,0,0,6000.0,1,1,0,0
24,1,0,1,1,1,8000.0,1,1,0,0
24,1,0,1,0,0,7000.0,1,1,0,0
25,1,0,1,2,2,10000.0,1,1,0,0
38,1,0,0,2,2,10000.0,2,2,0,0
25,1,0,1,1,1,10000.0,1,1,0,0
24,1,0,1,0,0,5000.0,1,1,0,0
24,1,0,1,0,0,7000.0,1,1,0,0
25,1,0,1,1,1,15000.0,1,1,0,0
26,1,0,1,1,1,25000.0,1,1,0,0
23,1,0,1,0,0,10000.0,1,1,0,1
43,1,0,1,0,0,7500.0,2,2,0,0
26,1,0,1,1,1,10000.0,2,2,0,0
55,0,1,1,0,0,6000.0,1,1,0,0
22,1,0,1,1,1,9000.0,1,1,0,0
22,1,0,1,0,0,5000.0,1,1,0,0
23,1,0,1,1,0,4300.0,1,1,0,0
45,0,1,0,1,1,5000.0,1,1,0,0
26,1,0,1,3,3,6000.0,1,1,0,0
25,1,0,1,1,1,10000.0,1,1,0,0
27,1,0,1,0,0,15000.0,1,1,0,0
22,1,0,1,0,0,4400.0,2,2,0,0
24,1,0,1,0,0,7000.0,1,1,0,0
22,1,0,1,1,0,10000.0,1,1,0,0
25,1,0,1,0,0,15000.0,1,1,0,1
24,1,0,1,0,0,12000.0,1,1,0,0
22,1,0,1,0,0,8000.0,1,1,0,0
25,1,0,1,0,0,6000.0,1,1,0,0
24,1,0,1,1,1,8000.0,1,1,0,1
26,1,0,1,0,0,15000.0,2,2,0,0
26,1,0,1,0,0,9000.0,1,1,0,0
25,1,0,1,0,0,20000.0,1,1,0,0
25,1,0,1,0,0,12500.0,1,1,0,0
26,1,0,1,0,0,10000.0,1,1,0,0
22,1,0,1,0,0,18000.0,1,1,0,0
22,1,0,1,0,0,7000.0,1,1,0,0
25,1,0,1,1,1,15000.0,3,3,0,0
57,1,1,1,3,0,12000.0,2,2,0,0
24,1,0,1,2,2,6000.0,1,1,0,1
22,1,0,1,0,0,10000.0,1,1,0,0
26,1,0,1,1,1,10000.0,1,1,0,0
25,1,0,1,0,0,20000.0,1,1,0,0
26,1,0,1,1,1,10000.0,1,1,0,0
51,1,0,0,0,0,5000.0,1,1,0,0
23,1,0,1,0,0,6500.0,1,1,0,0
26,1,0,1,2,2,5000.0,1,1,0,0
26,1,0,1,1,1,6000.0,1,1,0,0
23,1,0,1,0,0,10000.0,1,1,0,0
24,1,0,1,0,0,12000.0,1,1,0,0
22,1,0,1,0,0,15000.0,1,1,0,0
22,1,0,1,0,0,12000.0,1,1,0,0
23,1,0,1,1,1,9000.0,1,1,0,0
51,1,0,1,0,0,12000.0,1,1,0,1
24,1,0,1,0,0,10000.0,1,1,0,0
23,1,0,1,0,0,10000.0,1,1,0,0
23,1,0,1,0,0,12000.0,1,1,0,0
26,1,0,1,1,1,18000.0,1,1,0,0
23,1,0,1,0,0,4300.0,1,1,0,0
23,1,0,1,0,0,6000.0,1,1,0,0
23,1,0,1,0,0,11000.0,2,2,0,0
23,1,0,1,0,0,15000.0,1,1,0,0
25,1,0,1,1,1,20000.0,1,1,0,0
25,1,0,1,0,0,13000.0,1,1,0,0
23,1,0,1,0,0,11000.0,1,1,0,0
25,1,0,1,0,0,11000.0,1,1,0,0
26,1,0,1,0,0,12000.0,1,1,0,0
25,1,0,1,0,0,12000.0,1,1,0,1
25,1,0,1,0,0,10000.0,1,1,0,0
24,1,0,1,1,1,4900.0,1,1,0,1
43,1,0,1,1,1,12000.0,2,2,0,0
24,1,0,1,0,0,15000.0,1,1,0,0
43,1,0,1,1,1,10000.0,1,1,0,1
26,1,0,1,0,0,15000.0,1,1,0,0
26,1,0,1,1,1,9500.0,1,1,0,0
24,1,0,1,0,0,11000.0,1,1,0,0
29,1,0,0,1,1,30000.0,3,2,2,1
22,1,0,1,0,0,5500.0,1,1,0,0
26,1,0,1,0,0,14000.0,2,2,0,1
24,1,0,1,1,1,15000.0,2,2,0,0
26,1,0,1,2,2,6500.0,1,1,0,0
22,1,0,1,0,0,4000.0,1,1,0,0
25,1,0,1,2,2,11000.0,1,1,0,0
23,1,0,1,0,0,11000.0,1,0,0,0
45,1,0,1,3,0,13000.0,1,0,0,1
24,1,0,1,0,0,12000.0,1,0,0,0
24,1,0,1,1,1,5000.0,1,0,0,0
24,1,0,1,1,1,9000.0,1,1,0,0
23,1,0,1,0,0,12000.0,1,0,0,0
62,1,1,0,1,0,12000.0,1,0,0,0
26,1,0,1,2,2,9000.0,1,0,0,0
51,1,0,1,0,0,7500.0,1,0,0,0
30,1,0,1,2,2,6000.0,1,0,0,1
23,1,0,1,1,1,8000.0,1,0,0,0
23,1,0,1,0,0,10000.0,1,0,0,0
46,0,1,1,2,0,7000.0,1,0,0,0
24,1,0,1,0,0,10000.0,1,0,0,1
22,1,0,1,0,0,13000.0,1,0,0,0
26,1,0,1,0,0,15000.0,1,0,0,0
36,1,0,1,1,1,15000.0,1,0,0,0
25,1,0,1,0,0,16700.0,1,0,0,0
48,1,0,1,1,1,17000.0,1,0,0,1
24,1,0,1,0,0,8500.0,1,0,0,0
33,1,0,1,2,2,5000.0,1,0,0,0
58,0,1,1,2,2,8000.0,1,0,0,0
22,1,0,1,0,0,11000.0,1,0,0,0
24,1,0,1,0,0,11000.0,1,0,0,0
22,1,0,1,0,0,7500.0,1,0,0,0
22,1,0,1,0,0,10000.0,1,1,0,0
24,1,0,1,0,0,14000.0,1,0,0,0
23,1,0,1,2,2,19000.0,1,0,0,0
22,1,0,1,0,0,12000.0,1,0,0,0
26,1,0,1,1,1,5000.0,1,0,0,0
24,1,0,1,0,0,4000.0,1,0,0,0
54,0,1,1,1,1,12000.0,1,0,0,0
25,1,0,1,0,0,10000.0,1,0,0,0
26,1,0,1,0,0,10000.0,1,0,0,0
25,1,0,1,1,1,7000.0,1,1,0,0
57,1,0,1,2,0,9500.0,1,0,0,0
23,1,0,1,0,0,8000.0,1,0,0,0
26,1,0,1,0,0,8000.0,1,0,0,0
24,1,0,1,0,0,8000.0,1,0,0,0
23,1,0,1,0,0,10000.0,1,0,0,0
50,1,0,1,0,0,15000.0,1,0,0,1
52,1,0,1,0,0,8300.0,1,0,0,0
55,0,1,1,0,0,17000.0,1,0,0,0
24,1,0,1,0,0,13000.0,1,0,0,0
36,1,0,1,1,1,4300.0,1,0,0,0
39,1,0,1,1,1,9000.0,1,0,0,0
26,1,0,1,1,1,10000.0,1,0,0,0
64,0,1,1,0,0,8000.0,1,0,0,1
26,1,0,1,0,0,13000.0,1,0,0,0
63,1,0,1,0,0,10000.0,1,0,0,0
24,1,0,1,1,1,9000.0,1,0,0,0
53,1,0,0,2,0,15000.0,1,0,0,0
23,1,0,1,0,0,15000.0,1,1,0,1
23,1,0,1,1,0,10000.0,1,0,0,1
23,1,0,1,0,0,7000.0,1,0,0,0
44,1,0,1,2,1,9300.0,1,0,0,0
28,1,0,1,1,1,10000.0,1,0,0,1
24,1,0,1,0,0,14000.0,1,0,0,0
25,1,0,1,0,0,10000.0,1,0,0,0
26,1,0,1,1,1,10000.0,1,0,0,0
25,1,0,1,0,0,15000.0,1,0,0,0
26,1,0,1,0,0,10000.0,1,0,0,0
42,1,0,1,3,2,7000.0,1,0,0,0
57,1,1,1,1,0,8500.0,1,0,0,0
49,1,0,1,2,2,10000.0,1,0,0,0
22,1,0,1,0,0,6000.0,1,0,0,0
49,1,0,1,0,0,10000.0,1,0,0,0
26,1,0,1,2,2,13000.0,1,0,0,1
53,1,0,1,0,0,10000.0,1,0,0,0
54,1,0,0,0,0,8000.0,1,0,0,0
45,1,0,1,3,0,9000.0,1,0,0,0
25,1,0,1,1,1,6000.0,1,0,0,0
26,1,0,1,1,1,11000.0,1,0,0,0
22,1,0,1,0,0,11000.0,1,0,0,0
40,1,0,1,3,3,8000.0,1,0,0,0
56,0,1,0,0,0,10000.0,1,0,0,0
51,1,0,1,0,0,6000.0,1,0,0,0
